Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2019,5902,ENGENHARIA MECÂNICA,1409,FACULDADE DO CENTRO LESTE,UCL,Faculdade,Privada com fins lucrativos,88081,Educação Presencial,3205002,Serra,ES,38,33,45.3667,2.7409,41.7,3.2295,3.1073,4,
2019,5902,ENGENHARIA MECÂNICA,1410,Faculdade Área1 Wyden,Área1 Wyden,Faculdade,Privada com fins lucrativos,1172325,Educação Presencial,2927408,Salvador,BA,5,5,53.5,4.0008,35.02,2.1997,2.65,3,
2019,5902,ENGENHARIA MECÂNICA,1412,FACULDADE ANHANGUERA DE JUNDIAÍ,,Faculdade,Privada com fins lucrativos,48540,Educação Presencial,3525904,Jundiaí,SP,87,58,33.9672,0.975,28.9379,1.2622,1.1904,2,
2019,5902,ENGENHARIA MECÂNICA,1418,CENTRO UNIVERSITÁRIO TOLEDO,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,1147252,Educação Presencial,3502804,Araçatuba,SP,13,7,17.0286,0,40.0571,2.9762,2.2322,3,
2019,5902,ENGENHARIA MECÂNICA,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,116028,Educação Presencial,1302603,Manaus,AM,232,208,31.7519,0.6318,24.401,0.5628,0.5801,1,
2019,5902,ENGENHARIA MECÂNICA,1423,Faculdade Ideal Wyden,Faci Wyden,Faculdade,Privada com fins lucrativos,1321904,Educação Presencial,1501402,Belém,PA,4,4,36.9,1.4293,27.25,1.002,1.1088,2,
2019,5902,ENGENHARIA MECÂNICA,1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,1193963,Educação Presencial,4305108,Caxias do Sul,RS,24,24,41.3458,2.118,30.6125,1.5203,1.6697,2,
2019,5902,ENGENHARIA MECÂNICA,1430,CENTRO UNIVERSITÁRIO INGÁ,,Centro Universitário,Privada com fins lucrativos,1186561,Educação Presencial,4115200,Maringá,PR,38,34,41.8941,2.203,33.0912,1.9024,1.9775,3,
2019,5902,ENGENHARIA MECÂNICA,1438,FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS,FACAMP,Faculdade,Privada com fins lucrativos,1259826,Educação Presencial,3509502,Campinas,SP,9,9,54.0667,4.0886,41.2,3.1524,3.3864,4,
2019,5902,ENGENHARIA MECÂNICA,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,1183961,Educação Presencial,3526902,Limeira,SP,24,21,37.5619,1.5318,31.4381,1.6476,1.6186,2,
2019,5902,ENGENHARIA MECÂNICA,1445,CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA,CEUN-IMT,Centro Universitário,Privada sem fins lucrativos,34519,Educação Presencial,3548807,São Caetano do Sul,SP,75,73,50.0164,3.4612,43.5836,3.5198,3.5052,4,
2019,5902,ENGENHARIA MECÂNICA,1452,FACULDADE PITÁGORAS DO MARANHÃO,,Faculdade,Privada com fins lucrativos,1259141,Educação Presencial,2111300,São Luís,MA,78,73,30.3493,0.4145,24.2151,0.5341,0.5042,1,
2019,5902,ENGENHARIA MECÂNICA,1484,FACULDADE IBMEC,IBMEC,Faculdade,Privada com fins lucrativos,1183599,Educação Presencial,3106200,Belo Horizonte,MG,4,4,46.425,2.9048,50.4,4.5706,4.1541,5,
2019,5902,ENGENHARIA MECÂNICA,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,PIT UBERLÂNDIA,Faculdade,Privada com fins lucrativos,5000209,Educação Presencial,3170206,Uberlândia,MG,42,39,42.5538,2.3052,32.8821,1.8702,1.9789,3,
2019,5902,ENGENHARIA MECÂNICA,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Centro Universitário,Privada com fins lucrativos,1059402,Educação Presencial,5208707,Goiânia,GO,28,24,33.5125,0.9045,33.025,1.8922,1.6453,2,
2019,5902,ENGENHARIA MECÂNICA,1502,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,,Faculdade,Privada com fins lucrativos,120398,Educação Presencial,3525904,Jundiaí,SP,47,32,30.3531,0.4151,22.825,0.3199,0.3437,1,
2019,5902,ENGENHARIA MECÂNICA,1504,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ,UNINASSAU MACEIÓ,Centro Universitário,Privada sem fins lucrativos,1162788,Educação Presencial,2704302,Maceió,AL,29,23,40.213,1.9425,27.7435,1.0781,1.2942,2,
2019,5902,ENGENHARIA MECÂNICA,1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Faculdade,Privada com fins lucrativos,1103541,Educação Presencial,1501402,Belém,PA,106,93,39.0344,1.76,29.4871,1.3468,1.4501,2,
2019,5902,ENGENHARIA MECÂNICA,1536,FACULDADE DE TELÊMACO BORBA,FATEB,Faculdade,Privada com fins lucrativos,1151630,Educação Presencial,4127106,Telêmaco Borba,PR,25,25,41.492,2.1407,31.124,1.5992,1.7345,2,
2019,5902,ENGENHARIA MECÂNICA,1542,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,Centro Universitário,Privada sem fins lucrativos,1322830,Educação Presencial,3306305,Volta Redonda,RJ,56,55,36.2109,1.3226,28.3382,1.1697,1.2079,2,
2019,5902,ENGENHARIA MECÂNICA,1557,UNIVERSIDADE FUMEC,FUMEC,Universidade,Privada sem fins lucrativos,1288010,Educação Presencial,3106200,Belo Horizonte,MG,17,17,49.5882,3.3949,38.3765,2.7171,2.8866,3,
2019,5902,ENGENHARIA MECÂNICA,1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,1135368,Educação Presencial,3201506,Colatina,ES,14,14,40.5286,1.9914,33.9786,2.0392,2.0273,3,
2019,5902,ENGENHARIA MECÂNICA,1561,FACULDADE ESAMC SOROCABA,ESAMC,Faculdade,Privada com fins lucrativos,1107950,Educação Presencial,3552205,Sorocaba,SP,16,16,30.9688,0.5105,26.7437,0.9239,0.8206,1,
2019,5902,ENGENHARIA MECÂNICA,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103560,Educação Presencial,4320008,Sapucaia do Sul,RS,48,38,47.3474,3.0477,34.45,2.1119,2.3458,3,
2019,5902,ENGENHARIA MECÂNICA,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1265870,Educação Presencial,4314100,Passo Fundo,RS,13,13,40.6385,2.0084,35.3846,2.2559,2.1941,3,
2019,5902,ENGENHARIA MECÂNICA,1598,FACULDADE UNA DE UBERLÂNDIA,UNA,Centro Universitário,Privada com fins lucrativos,116688,Educação Presencial,3170206,Uberlândia,MG,55,51,36.9412,1.4357,28.8275,1.2451,1.2928,2,
2019,5902,ENGENHARIA MECÂNICA,1632,FACULDADE PITÁGORAS DE LONDRINA,,Faculdade,Privada com fins lucrativos,1085778,Educação Presencial,4113700,Londrina,PR,33,32,34.9344,1.1248,31.6281,1.6769,1.5389,2,
2019,5902,ENGENHARIA MECÂNICA,1718,FACULDADE NOBRE DE FEIRA DE SANTANA,FAN,Centro Universitário,Privada com fins lucrativos,5000199,Educação Presencial,2910800,Feira de Santana,BA,20,19,39.2842,1.7986,35.2632,2.2372,2.1276,3,
2019,5902,ENGENHARIA MECÂNICA,1772,Centro Universitário Fanor Wyden,UniFanor Wyden,Centro Universitário,Privada com fins lucrativos,1179982,Educação Presencial,2304400,Fortaleza,CE,125,101,37.6931,1.5522,27.8752,1.0984,1.2118,2,
2019,5902,ENGENHARIA MECÂNICA,1775,Centro Universitário Favip Wyden,UniFavip Wyden,Centro Universitário,Privada com fins lucrativos,1205204,Educação Presencial,2604106,Caruaru,PE,54,41,42.8829,2.3561,33.3171,1.9372,2.042,3,
2019,5902,ENGENHARIA MECÂNICA,1780,FACULDADE HORIZONTINA,FAHOR,Faculdade,Privada sem fins lucrativos,48113,Educação Presencial,4309605,Horizontina,RS,31,31,37.3871,1.5048,32.5161,1.8138,1.7365,2,
2019,5902,ENGENHARIA MECÂNICA,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Centro Universitário,Privada com fins lucrativos,1192606,Educação Presencial,2607901,Jaboatão dos Guararapes,PE,65,61,37.6377,1.5436,27.2049,0.995,1.1322,2,
2019,5902,ENGENHARIA MECÂNICA,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1280090,Educação Presencial,2307650,Maracanaú,CE,16,16,47.4438,3.0626,39.0312,2.8181,2.8792,3,
2019,5902,ENGENHARIA MECÂNICA,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123569,Educação Presencial,3204906,São Mateus,ES,46,38,48.2421,3.1863,39.5632,2.9001,2.9716,4,
2019,5902,ENGENHARIA MECÂNICA,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1181815,Educação Presencial,3201209,Cachoeiro de Itapemirim,ES,17,16,41.7375,2.1787,39.5562,2.899,2.7189,3,
2019,5902,ENGENHARIA MECÂNICA,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1319229,Educação Presencial,3200607,Aracruz,ES,20,20,51.97,3.7638,48.095,4.2153,4.1024,5,
2019,5902,ENGENHARIA MECÂNICA,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1166022,Educação Presencial,2604106,Caruaru,PE,37,33,45.3818,2.7432,37.603,2.5979,2.6342,3,
2019,5902,ENGENHARIA MECÂNICA,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1188342,Educação Presencial,3551702,Sertãozinho,SP,36,34,48.2412,3.1862,34.6412,2.1413,2.4025,3,
2019,5902,ENGENHARIA MECÂNICA,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1261052,Educação Presencial,3538709,Piracicaba,SP,34,30,43.8833,2.5111,34.5033,2.1201,2.2178,3,
2019,5902,ENGENHARIA MECÂNICA,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1128387,Educação Presencial,5208707,Goiânia,GO,58,49,41.1694,2.0907,35.6531,2.2973,2.2457,3,
2019,5902,ENGENHARIA MECÂNICA,1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,5000491,Educação Presencial,1302603,Manaus,AM,36,33,41.8576,2.1973,32.6242,1.8304,1.9221,2,
2019,5902,ENGENHARIA MECÂNICA,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Faculdade,Privada com fins lucrativos,109262,Educação Presencial,3106200,Belo Horizonte,MG,34,21,34.3714,1.0376,29.1667,1.2974,1.2325,2,
2019,5902,ENGENHARIA MECÂNICA,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Faculdade,Privada com fins lucrativos,1259232,Educação Presencial,3106200,Belo Horizonte,MG,1,1,,,,,,SC,
2019,5902,ENGENHARIA MECÂNICA,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Faculdade,Privada com fins lucrativos,1299951,Educação Presencial,3106200,Belo Horizonte,MG,35,29,37.6828,1.5506,27.0276,0.9677,1.1134,2,
2019,5902,ENGENHARIA MECÂNICA,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,114228,Educação Presencial,2211001,Teresina,PI,36,32,51.0375,3.6194,41.1094,3.1384,3.2587,4,
2019,5902,ENGENHARIA MECÂNICA,1830,FACULDADE ANHANGUERA DE PASSO FUNDO,,Faculdade,Privada com fins lucrativos,1205430,Educação Presencial,4314100,Passo Fundo,RS,15,15,39.9,1.894,30.2067,1.4578,1.5668,2,
2019,5902,ENGENHARIA MECÂNICA,1854,CLARETIANO - CENTRO UNIVERSITÁRIO,,Centro Universitário,Privada sem fins lucrativos,5000281,Educação Presencial,3543907,Rio Claro,SP,69,66,35.3985,1.1967,29.4818,1.346,1.3087,2,
2019,5902,ENGENHARIA MECÂNICA,1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,Centro Universitário,Privada sem fins lucrativos,1184524,Educação Presencial,3132404,Itajubá,MG,37,32,40.425,1.9754,31.6562,1.6812,1.7547,2,
2019,5902,ENGENHARIA MECÂNICA,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,Centro Universitário,Privada sem fins lucrativos,22607,Educação Presencial,3548708,São Bernardo do Campo,SP,266,253,45.2368,2.7208,40.0233,2.971,2.9084,3,
2019,5902,ENGENHARIA MECÂNICA,1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,Centro Universitário,Privada sem fins lucrativos,26021,Educação Presencial,3548708,São Bernardo do Campo,SP,122,117,46.6829,2.9448,41.7718,3.2405,3.1666,4,
2019,5902,ENGENHARIA MECÂNICA,1879,Centro Universitário UNIFACEAR,,Centro Universitário,Privada com fins lucrativos,1183370,Educação Presencial,4101804,Araucária,PR,77,65,34.3908,1.0406,27.2246,0.9981,1.0087,2,
2019,5902,ENGENHARIA MECÂNICA,1892,Centro Universitário de Excelência Eniac,ENIAC,Centro Universitário,Privada com fins lucrativos,1202423,Educação Presencial,3518800,Guarulhos,SP,65,55,36.0618,1.2995,28.3236,1.1675,1.2005,2,
2019,5902,ENGENHARIA MECÂNICA,1918,FACULDADE CAPIVARI,FUCAP,Faculdade,Privada com fins lucrativos,1259870,Educação Presencial,4203956,Capivari de Baixo,SC,57,55,31.5436,0.5996,28.1909,1.147,1.0102,2,
2019,5902,ENGENHARIA MECÂNICA,1927,CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU,UNIGUAÇU,Centro Universitário,Privada com fins lucrativos,1169566,Educação Presencial,4128203,União da Vitória,PR,39,39,46.8821,2.9756,34.1308,2.0627,2.2909,3,
2019,5902,ENGENHARIA MECÂNICA,1949,CENTRO UNIVERSITÁRIO DE PAULÍNIA,UNIFACP,Centro Universitário,Privada com fins lucrativos,1204919,Educação Presencial,3536505,Paulínia,SP,32,29,31.931,0.6596,26.2517,0.8481,0.801,1,
2019,5902,ENGENHARIA MECÂNICA,1961,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA,ITCSAS/CENSA,Faculdade,Privada sem fins lucrativos,117467,Educação Presencial,3301009,Campos dos Goytacazes,RJ,38,17,44.5294,2.6112,41.5765,3.2104,3.0606,4,
2019,5902,ENGENHARIA MECÂNICA,2037,FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,Faculdade,Privada com fins lucrativos,1178530,Educação Presencial,2919207,Lauro de Freitas,BA,19,14,38.15,1.6229,29.7786,1.3918,1.4496,2,
2019,5902,ENGENHARIA MECÂNICA,2122,CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,,Centro Universitário,Privada com fins lucrativos,1200494,Educação Presencial,2800308,Aracaju,SE,40,35,37.6057,1.5386,28.0257,1.1216,1.2258,2,
2019,5902,ENGENHARIA MECÂNICA,2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,Centro Universitário,Privada sem fins lucrativos,64494,Educação Presencial,3547809,Santo André,SP,106,93,35.2828,1.1788,26.4032,0.8715,0.9483,2,
2019,5902,ENGENHARIA MECÂNICA,2191,FACULDADE ANHANGUERA DE PELOTAS,,Faculdade,Privada com fins lucrativos,1117754,Educação Presencial,4314407,Pelotas,RS,30,25,39.072,1.7658,32.88,1.8699,1.8438,2,
2019,5902,ENGENHARIA MECÂNICA,2194,FACULDADE ANHANGUERA DO RIO GRANDE,,Faculdade,Privada com fins lucrativos,1117755,Educação Presencial,4315602,Rio Grande,RS,21,13,47.0385,2.9999,27.3231,1.0132,1.5099,2,
2019,5902,ENGENHARIA MECÂNICA,2271,FACULDADE PITÁGORAS DE IPATINGA,FPI,Faculdade,Privada com fins lucrativos,110558,Educação Presencial,3131307,Ipatinga,MG,81,28,40.4286,1.9759,29.7893,1.3934,1.539,2,
2019,5902,ENGENHARIA MECÂNICA,2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Centro Universitário,Privada com fins lucrativos,1193386,Educação Presencial,3509502,Campinas,SP,48,46,37,1.4448,27.9196,1.1052,1.1901,2,
2019,5902,ENGENHARIA MECÂNICA,2355,FACULDADE ANHANGUERA DE MATÃO,,Faculdade,Privada com fins lucrativos,59148,Educação Presencial,3529302,Matão,SP,59,42,30.3048,0.4076,25.7524,0.7711,0.6803,1,
2019,5902,ENGENHARIA MECÂNICA,2408,FACULDADE ESAMC SANTOS,ESAMC,Faculdade,Privada com fins lucrativos,1108712,Educação Presencial,3548500,Santos,SP,11,11,37.2091,1.4772,32.6818,1.8393,1.7488,2,
2019,5902,ENGENHARIA MECÂNICA,2423,FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS,FACIT,Faculdade,Privada sem fins lucrativos,1184347,Educação Presencial,3143302,Montes Claros,MG,33,29,39.2897,1.7995,33.3,1.9346,1.9008,2,
2019,5902,ENGENHARIA MECÂNICA,2437,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,Faculdade,Privada com fins lucrativos,1069346,Educação Presencial,2931350,Teixeira de Freitas,BA,27,21,34.6333,1.0782,28.1905,1.147,1.1298,2,
2019,5902,ENGENHARIA MECÂNICA,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,13442,Educação Presencial,2504009,Campina Grande,PB,59,56,47.925,3.1372,39,2.8133,2.8942,3,
2019,5902,ENGENHARIA MECÂNICA,2571,CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Centro Universitário,Privada sem fins lucrativos,54860,Educação Presencial,3302205,Itaperuna,RJ,58,54,34.9815,1.1321,31.0037,1.5806,1.4685,2,
2019,5902,ENGENHARIA MECÂNICA,2576,FACULDADES PITÁGORAS UNIDADE GUARAPARI,FIPAG,Faculdade,Privada com fins lucrativos,117924,Educação Presencial,3202405,Guarapari,ES,31,20,38.31,1.6477,32.105,1.7504,1.7247,2,
2019,5902,ENGENHARIA MECÂNICA,2766,FACULDADE EMPRESARIAL DE CHAPECÓ,FAEM,Faculdade,Privada com fins lucrativos,1193781,Educação Presencial,4204202,Chapecó,SC,75,67,34.4746,1.0536,27.2522,1.0023,1.0151,2,
2019,5902,ENGENHARIA MECÂNICA,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1137925,Educação Presencial,2611606,Recife,PE,174,120,35.4533,1.2052,29.5908,1.3628,1.3234,2,
2019,5902,ENGENHARIA MECÂNICA,2896,FACULDADE SATC,FASATC,Centro Universitário,Privada sem fins lucrativos,80095,Educação Presencial,4204608,Criciúma,SC,71,68,41.4324,2.1314,36.5397,2.434,2.3584,3,
2019,5902,ENGENHARIA MECÂNICA,2935,FACULDADE DE TALENTOS HUMANOS,FACTHUS,Faculdade,Privada com fins lucrativos,82578,Educação Presencial,3170107,Uberaba,MG,105,98,37.9633,1.594,28.2867,1.1618,1.2699,2,
2019,5902,ENGENHARIA MECÂNICA,2944,FACULDADE DO SUL,,Faculdade,Privada com fins lucrativos,1259258,Educação Presencial,2914802,Itabuna,BA,2,2,57.1,4.5585,20.75,0,1.1396,2,
2019,5902,ENGENHARIA MECÂNICA,3034,FACULDADE DELTA,FACDELTA,Faculdade,Privada com fins lucrativos,1259247,Educação Presencial,2927408,Salvador,BA,1,1,,,,,,SC,
2019,5902,ENGENHARIA MECÂNICA,3149,FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD,FPD,Faculdade,Privada com fins lucrativos,119331,Educação Presencial,3122306,Divinópolis,MG,66,47,37.8809,1.5813,31.0553,1.5886,1.5867,2,
2019,5902,ENGENHARIA MECÂNICA,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,1118139,Educação Presencial,4204202,Chapecó,SC,32,23,40.8696,2.0442,32.387,1.7938,1.8564,2,
2019,5902,ENGENHARIA MECÂNICA,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Universidade,Pública Estadual,71067,Educação Presencial,1302603,Manaus,AM,15,12,52.575,3.8575,33.5417,1.9718,2.4433,3,
2019,5902,ENGENHARIA MECÂNICA,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1294715,Educação Presencial,3118007,Congonhas,MG,42,41,43.2927,2.4196,31.0098,1.5816,1.7911,2,
2019,5902,ENGENHARIA MECÂNICA,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1313476,Educação Presencial,3106705,Betim,MG,7,6,57.55,4.6282,43.05,3.4376,3.7352,4,
2019,5902,ENGENHARIA MECÂNICA,3333,CENTRO UNIVERSITÁRIO UNIFTEC,,Centro Universitário,Privada com fins lucrativos,1108433,Educação Presencial,4305108,Caxias do Sul,RS,44,42,39.3024,1.8015,32.3429,1.7871,1.7907,2,
2019,5902,ENGENHARIA MECÂNICA,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Centro Universitário,Privada sem fins lucrativos,2656,Educação Presencial,3170701,Varginha,MG,34,34,36.9176,1.432,34.1588,2.067,1.9082,2,
2019,5902,ENGENHARIA MECÂNICA,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Centro Universitário,Privada sem fins lucrativos,1313474,Educação Presencial,3148004,Patos de Minas,MG,31,29,41.1862,2.0933,35.5448,2.2806,2.2338,3,
2019,5902,ENGENHARIA MECÂNICA,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,UNIBRASIL,Centro Universitário,Privada com fins lucrativos,1186575,Educação Presencial,4106902,Curitiba,PR,42,37,39.6514,1.8555,33.7514,2.0042,1.967,3,
2019,5902,ENGENHARIA MECÂNICA,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,UNIFEB,Centro Universitário,Privada sem fins lucrativos,115896,Educação Presencial,3505500,Barretos,SP,48,40,40.1125,1.927,29.5325,1.3538,1.4971,2,
2019,5902,ENGENHARIA MECÂNICA,3648,INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ,,Faculdade,Privada com fins lucrativos,1135691,Educação Presencial,5103403,Cuiabá,MT,84,38,31.4605,0.5867,27.6,1.0559,0.9386,1,
2019,5902,ENGENHARIA MECÂNICA,3817,FACULDADE UNINASSAU JOÃO PESSOA,,Faculdade,Privada sem fins lucrativos,1164551,Educação Presencial,2507507,João Pessoa,PB,61,42,37.1262,1.4643,29.7071,1.3808,1.4017,2,
2019,5902,ENGENHARIA MECÂNICA,3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Centro Universitário,Privada com fins lucrativos,1187564,Educação Presencial,4209300,Lages,SC,11,11,36.1455,1.3124,30.7727,1.545,1.4869,2,
2019,5902,ENGENHARIA MECÂNICA,3853,FACULDADE UNINASSAU NATAL,,Faculdade,Privada com fins lucrativos,1163879,Educação Presencial,2408102,Natal,RN,33,30,27.6733,0,23.6333,0.4445,0.3334,1,
2019,5902,ENGENHARIA MECÂNICA,3879,Centro Universitário Maurício de Nassau de Campina Grande,UNINASSAU CPV,Centro Universitário,Privada com fins lucrativos,1164655,Educação Presencial,2504009,Campina Grande,PB,46,40,32.06,0.6795,29.1775,1.2991,1.1442,2,
2019,5902,ENGENHARIA MECÂNICA,3936,FACULDADE ANHANGUERA DE LIMEIRA,,Faculdade,Privada com fins lucrativos,1069852,Educação Presencial,3526902,Limeira,SP,24,16,35.6938,1.2424,22.5437,0.2765,0.518,1,
2019,5902,ENGENHARIA MECÂNICA,3937,Faculdade Anhanguera de Indaiatuba,,Faculdade,Privada com fins lucrativos,1260474,Educação Presencial,3520509,Indaiatuba,SP,2,2,49.85,3.4354,29.25,1.3103,1.8416,2,
2019,5902,ENGENHARIA MECÂNICA,3962,CENTRO UNIVERSITÁRIO SENAI CIMATEC,SENAI CIMATEC,Centro Universitário,Privada sem fins lucrativos,1050764,Educação Presencial,2927408,Salvador,BA,72,67,51.4672,3.6859,35.2239,2.2312,2.5949,3,
2019,5902,ENGENHARIA MECÂNICA,3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Pública Municipal,69210,Educação Presencial,5218805,Rio Verde,GO,49,44,34.8159,1.1065,29.9818,1.4231,1.3439,2,
2019,5902,ENGENHARIA MECÂNICA,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,74068,Educação Presencial,2918407,Juazeiro,BA,76,70,49.4571,3.3745,41.01,3.1231,3.186,4,
2019,5902,ENGENHARIA MECÂNICA,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Centro Universitário,Privada com fins lucrativos,1321287,Educação Presencial,3525904,Jundiaí,SP,46,46,33.5413,0.909,26.9565,0.9567,0.9448,1,
2019,5902,ENGENHARIA MECÂNICA,4045,Centro Universitário SOCIESC de Curitiba,UNISOCIESC,Centro Universitário,Privada sem fins lucrativos,1167277,Educação Presencial,4106902,Curitiba,PR,78,75,36.452,1.3599,27.624,1.0596,1.1347,2,
2019,5902,ENGENHARIA MECÂNICA,4090,FACULDADE DE ROSEIRA,FARO,Faculdade,Privada com fins lucrativos,1135897,Educação Presencial,3544301,Roseira,SP,18,13,39.4154,1.819,30.3385,1.4781,1.5633,2,
